matematicas,lectura_critica,ciencias_naturales,sociales_ciudadanas,ingles,dimension_1_logico_matematico,dimension_2_comprension_comunicacion,dimension_3_pensamiento_cientifico,dimension_4_analisis_social_humanistico,dimension_5_creatividad_innovacion,dimension_6_liderazgo_trabajo_equipo,dimension_7_pensamiento_critico,dimension_8_adaptabilidad_aprendizaje,area_conocimiento
400.0,260.2,371.5,240.9,286.6,4.2,2.4,4.3,1.1,1.2,3.1,3.9,2.3,15
354.9,259.6,281.2,210.4,300.0,4.0,2.6,4.7,2.7,1.9,2.2,2.9,4.1,27
217.2,196.3,249.7,310.1,198.5,2.7,2.5,2.6,3.8,2.8,3.2,2.5,3.2,6
433.1,237.9,214.6,203.6,250.3,4.0,2.7,1.4,1.9,1.5,3.9,4.8,2.7,2
215.7,312.8,247.5,319.4,295.1,1.8,4.0,1.7,3.8,2.8,3.9,3.1,4.3,16
219.4,266.9,332.1,339.1,254.8,1.4,3.0,4.1,4.4,1.1,3.5,4.5,4.4,24
211.8,287.9,254.2,301.5,247.9,3.1,2.3,3.7,3.1,3.0,2.9,3.1,2.8,5
173.9,338.7,188.0,252.1,259.0,1.6,4.0,2.1,2.9,4.2,2.6,3.2,3.1,21
267.0,179.8,391.1,301.5,281.4,1.0,2.7,4.9,4.3,2.0,2.4,4.8,4.5,24
425.6,258.6,204.8,269.9,301.0,4.9,2.8,1.0,2.1,1.5,4.8,3.7,3.7,2
252.0,394.9,218.6,214.6,245.2,1.0,4.3,1.7,3.1,3.9,2.4,4.3,2.6,22
180.3,304.0,223.5,271.8,236.4,1.7,4.3,2.1,3.6,4.4,2.8,4.1,2.1,22
224.9,366.6,368.2,317.7,246.4,1.6,3.9,4.3,4.8,1.3,2.2,2.9,4.2,14
221.0,222.6,407.2,350.9,260.1,1.6,2.3,4.1,4.0,1.0,2.8,3.1,4.1,24
300.1,375.7,426.0,258.7,319.1,1.5,3.2,3.9,3.0,2.5,4.0,3.2,4.6,13
223.9,415.7,350.0,340.9,274.9,1.8,4.1,4.8,4.5,1.8,2.8,3.1,4.7,14
335.5,280.9,356.9,270.1,263.8,4.4,2.8,3.9,2.2,1.2,2.8,5.0,3.2,10
391.0,289.9,353.0,200.7,258.4,4.7,2.7,3.7,1.1,1.9,2.9,4.6,2.5,15
234.6,397.5,258.4,384.5,246.2,1.9,3.8,1.2,4.7,5.0,3.4,3.1,5.0,17
201.7,410.1,256.7,323.4,214.3,2.6,4.2,1.2,4.9,1.8,4.1,2.6,1.6,19
368.5,330.6,391.2,369.0,203.7,4.3,3.0,3.2,4.3,2.7,3.1,5.0,3.9,8
391.9,301.5,209.8,232.5,261.4,4.4,3.4,2.8,1.5,2.6,3.8,3.5,3.9,11
351.0,260.8,292.0,163.5,216.2,4.4,2.2,4.5,1.4,1.0,2.2,1.8,4.2,27
279.3,219.5,429.1,232.9,245.6,4.5,2.8,4.3,1.0,1.1,3.2,4.3,2.5,12
321.4,319.8,206.9,316.8,246.3,3.4,2.4,2.9,1.4,1.0,4.4,4.1,4.2,11
285.2,368.5,244.9,255.7,236.4,3.3,4.1,1.0,1.7,2.3,4.5,4.7,2.6,29
266.0,161.0,245.9,267.7,278.9,3.0,2.7,3.3,2.7,2.3,2.8,2.6,3.0,3
293.4,266.6,352.8,189.0,218.3,4.0,2.9,4.2,3.3,1.1,3.2,4.5,3.1,9
359.7,223.6,405.5,150.0,190.3,4.3,2.4,4.6,1.7,1.2,2.5,3.0,2.2,9
243.6,381.6,294.8,200.7,236.4,2.3,3.8,1.4,2.9,3.5,2.5,4.3,2.6,22
243.5,304.3,287.3,305.6,288.8,2.9,3.3,2.3,3.2,3.1,3.3,2.6,2.9,3
313.5,376.1,232.5,392.4,318.5,2.4,4.5,1.5,3.8,2.7,3.8,2.4,3.9,19
355.2,246.3,254.5,352.1,260.8,4.3,3.2,1.0,2.8,1.7,4.6,4.5,4.3,1
150.0,397.7,452.2,398.1,250.9,1.4,4.6,4.3,4.8,2.8,2.8,2.9,4.0,14
401.2,221.9,213.0,308.8,282.9,3.6,3.0,2.5,1.5,1.2,4.3,4.4,3.8,11
326.5,282.7,257.0,355.6,210.5,3.8,2.2,2.0,2.2,1.6,3.2,3.6,4.3,1
263.9,357.4,215.6,390.8,232.1,1.5,4.2,2.2,4.1,4.0,2.8,2.8,5.0,17
238.0,167.5,243.4,206.6,228.1,1.8,3.2,2.7,3.2,1.9,2.1,3.0,2.6,7
392.2,238.9,214.2,254.8,292.1,4.4,2.4,2.6,2.0,2.8,3.5,2.3,3.6,25
437.8,234.8,206.4,364.0,162.6,3.9,3.2,1.5,2.9,1.4,3.9,4.5,4.7,1
190.8,354.6,198.3,338.7,321.3,1.6,3.9,1.2,4.2,1.9,2.8,4.1,3.7,18
245.2,306.1,247.7,280.0,229.6,1.3,4.5,2.1,3.2,4.7,2.8,4.4,3.2,22
351.0,294.6,357.7,319.2,272.4,2.1,2.5,4.9,1.7,1.9,3.0,4.4,3.6,10
196.3,381.4,296.8,322.8,364.5,1.0,4.0,1.9,3.4,1.0,2.7,2.7,2.9,28
348.1,232.7,225.8,431.7,220.4,4.5,3.6,2.0,3.4,1.1,4.3,4.9,4.6,1
381.3,266.5,345.0,193.5,236.7,3.8,2.6,3.9,2.3,1.8,2.5,2.4,3.4,27
301.5,341.3,358.6,295.7,307.9,2.3,4.4,3.1,4.1,2.2,4.2,2.7,4.2,14
402.0,296.6,291.3,204.6,298.3,4.7,2.4,3.3,1.6,1.0,4.1,4.2,2.2,30
352.7,255.0,395.0,273.8,284.2,4.9,2.8,4.3,1.0,1.3,2.8,5.0,4.5,8
256.3,267.9,259.6,260.5,265.2,2.6,3.6,3.5,2.6,3.0,3.3,3.1,3.1,4
216.5,330.3,205.2,231.7,324.2,1.7,3.3,1.1,2.4,3.2,3.3,4.3,2.5,22
432.1,281.5,236.0,187.1,180.6,4.3,2.8,1.0,1.0,1.0,4.8,4.3,3.2,2
324.4,336.2,247.3,342.5,283.1,2.6,4.3,1.3,4.2,1.0,4.1,3.1,2.5,19
382.2,227.9,342.3,229.4,243.5,3.8,1.6,4.0,1.3,1.9,3.2,4.9,2.4,15
263.5,307.0,237.2,278.7,293.9,1.7,3.9,1.4,3.1,4.6,2.3,4.1,2.5,20
238.3,234.1,303.7,347.5,274.6,2.9,3.0,2.5,1.9,2.9,2.7,2.6,3.4,7
382.7,212.7,416.6,277.1,256.3,4.1,2.9,3.5,1.9,2.1,3.2,2.1,4.4,23
244.5,332.7,217.0,351.3,278.7,2.5,4.1,2.7,4.1,2.2,4.1,2.4,2.4,19
352.6,319.2,241.8,284.9,263.2,4.2,3.0,1.8,2.0,1.9,3.9,2.4,4.7,25
393.0,302.0,150.0,286.9,249.9,4.1,3.1,1.0,1.2,2.0,4.1,3.9,2.7,2
385.7,286.1,312.2,207.7,272.4,4.4,2.8,4.0,2.9,1.7,2.4,4.3,3.2,15
362.5,272.5,199.4,296.6,248.2,4.2,2.0,1.0,2.8,1.2,3.7,2.5,5.0,25
441.7,390.2,446.7,265.8,418.5,5.0,4.4,1.1,4.1,1.3,3.4,3.9,4.4,12
406.2,263.3,343.9,254.4,299.2,3.9,2.8,3.8,2.2,2.5,2.4,2.5,4.9,27
330.6,251.9,215.4,414.9,274.2,4.1,2.4,1.3,3.1,1.4,4.0,4.6,4.6,1
415.7,237.2,309.2,184.0,236.2,3.8,2.6,2.9,1.3,1.9,4.0,4.3,1.9,30
185.2,407.9,166.9,189.5,209.4,2.2,4.5,1.8,2.8,4.4,3.0,2.4,2.9,21
218.3,239.9,225.5,274.3,248.9,3.0,2.9,2.5,3.6,2.6,2.9,2.4,2.4,6
304.2,338.1,204.3,207.9,292.8,2.0,4.4,1.5,2.7,4.7,2.1,4.0,2.6,20
226.2,265.8,314.5,195.3,265.8,2.3,2.4,2.6,2.1,2.5,3.2,2.8,2.7,5
413.1,230.1,210.8,300.5,217.8,3.8,3.1,1.0,3.7,2.0,3.6,3.5,4.0,25
212.0,258.7,361.2,403.2,199.4,1.1,2.6,4.2,4.8,1.0,2.5,4.3,4.9,24
324.5,314.9,332.4,167.2,245.7,3.6,2.9,3.2,2.1,1.7,3.0,4.2,3.3,9
400.9,342.6,329.1,292.7,253.5,4.1,4.5,5.0,2.1,4.4,2.4,2.8,2.8,22
213.1,265.0,391.4,448.6,255.5,1.9,3.0,3.9,4.4,2.1,2.9,3.4,3.7,24
411.2,276.6,422.6,219.2,197.8,3.9,2.5,5.0,1.1,1.0,2.5,4.5,2.8,15
202.8,403.6,204.1,225.6,260.4,1.5,4.6,1.0,2.3,3.8,2.8,3.6,2.9,21
395.4,296.7,379.3,398.8,254.6,4.5,3.7,4.2,4.0,1.2,2.9,2.7,2.5,16
213.2,397.5,234.4,355.3,242.7,1.7,3.9,1.0,4.7,2.5,2.4,4.0,4.1,18
250.7,315.7,206.7,294.3,271.8,3.0,3.4,2.3,3.2,3.4,3.1,3.6,2.9,7
227.3,326.0,217.9,280.4,272.0,1.8,4.0,1.4,3.2,3.7,3.3,4.1,3.5,22
226.6,456.7,365.0,257.3,200.2,1.1,4.5,4.7,2.5,1.1,4.6,2.4,4.2,13
220.9,411.5,259.6,265.2,268.4,1.3,3.7,1.0,1.7,4.6,3.2,2.6,2.1,21
280.5,307.9,278.4,238.5,261.8,2.4,3.5,2.8,2.6,3.1,2.8,3.1,2.6,4
416.5,298.0,232.2,189.3,320.7,4.2,3.7,5.0,1.9,1.8,2.8,3.6,3.8,27
384.2,291.4,418.9,240.2,281.3,4.9,2.0,4.3,1.1,1.9,3.0,4.9,3.0,10
257.5,419.6,406.2,270.0,230.4,1.4,4.2,4.6,3.4,1.0,4.2,2.9,4.6,13
408.6,393.9,419.4,268.1,305.3,4.0,4.4,3.8,3.0,4.6,2.2,2.8,3.6,8
295.6,376.6,286.1,270.6,297.3,2.1,3.0,2.7,3.0,2.7,3.5,3.1,2.1,7
177.3,380.8,364.2,361.0,221.4,2.5,4.3,4.3,3.2,1.5,2.4,2.7,4.8,14
370.3,261.6,402.8,276.5,279.0,4.2,2.0,4.2,1.8,2.0,4.0,3.1,3.6,30
211.7,340.2,215.8,343.5,293.8,2.8,4.6,1.6,3.6,1.6,3.8,2.8,2.9,19
200.8,355.4,362.4,372.9,300.5,1.8,4.6,4.4,4.2,1.2,3.3,2.0,4.7,14
249.6,241.2,257.8,244.6,285.0,3.0,2.8,2.9,1.7,2.7,3.1,2.2,3.0,4
167.4,423.1,415.5,337.5,199.5,1.6,3.9,5.0,4.5,1.5,3.1,2.1,5.0,14
456.1,276.9,390.3,163.6,303.5,4.0,3.2,4.0,1.5,1.7,2.4,4.5,3.6,12
193.3,455.5,213.1,378.2,173.6,2.1,3.6,1.3,3.8,2.2,4.2,2.7,4.1,16
362.3,261.9,302.0,178.3,276.3,3.8,2.5,3.6,1.5,1.4,2.4,2.0,4.0,27
370.8,275.5,354.5,280.1,215.8,4.6,2.6,4.0,1.9,2.0,3.1,4.3,2.4,12
240.4,426.6,279.4,265.9,390.7,1.7,4.1,1.9,4.3,1.6,3.3,3.2,3.1,28
365.9,271.8,376.9,226.0,283.9,3.5,2.4,3.9,1.2,1.0,2.7,4.1,3.9,8
265.7,245.8,303.7,257.7,257.3,2.6,2.8,2.2,2.7,2.3,2.5,2.7,2.4,5
388.4,493.9,390.4,368.8,343.6,4.7,4.0,2.4,2.0,2.3,2.5,4.9,4.4,10
343.2,259.4,208.6,231.9,276.1,3.8,2.3,1.0,2.1,1.0,4.8,2.1,4.4,25
417.5,258.3,379.9,241.9,274.0,4.5,2.5,3.4,1.9,1.6,3.1,2.7,4.6,26
238.6,351.8,260.3,348.0,326.4,1.7,4.7,1.6,4.3,2.7,2.6,4.8,4.8,18
375.3,228.9,236.0,169.9,180.8,4.5,3.2,1.9,1.9,1.4,4.0,3.6,3.2,2
289.6,236.1,293.1,242.9,257.2,3.0,2.4,2.5,3.0,3.1,3.1,3.9,2.0,7
236.5,396.2,363.4,214.0,270.0,1.9,4.0,4.2,2.5,1.6,4.4,3.2,3.8,13
281.9,202.3,222.0,245.7,261.2,3.1,2.8,2.7,2.7,2.9,3.6,2.9,3.0,3
203.0,364.2,225.7,287.2,200.6,2.6,3.7,1.6,1.7,2.2,3.6,4.5,2.8,29
212.2,442.6,232.2,354.6,256.6,2.0,4.2,1.4,4.3,3.6,1.8,2.7,4.0,17
407.0,270.2,447.6,249.9,287.9,4.3,2.5,4.9,1.6,1.0,3.1,4.7,2.8,15
230.1,366.2,254.8,221.3,241.4,2.6,4.3,1.7,1.7,2.9,4.3,4.6,3.3,29
301.7,330.9,221.2,322.4,227.3,1.8,4.4,2.0,2.9,4.6,2.9,4.8,3.0,22
252.9,448.5,205.0,243.8,258.5,2.7,4.2,2.3,1.8,2.7,3.8,3.4,2.8,29
177.5,330.6,358.4,231.0,265.3,1.1,4.5,4.5,2.6,2.1,4.0,2.6,4.1,13
381.7,300.6,433.8,247.6,225.0,3.5,3.0,4.5,1.4,1.5,3.2,4.4,4.4,8
219.8,404.5,229.5,384.2,297.6,2.0,4.0,1.8,5.0,4.5,3.3,2.9,4.9,17
346.4,264.5,355.9,199.0,236.9,4.7,2.9,4.4,2.3,1.3,2.4,4.5,2.2,9
196.6,390.5,216.3,215.1,394.7,2.4,3.9,1.8,3.8,2.2,2.6,3.3,3.1,28
356.0,277.9,221.9,186.2,337.7,3.9,2.1,1.6,1.7,1.9,4.0,4.0,3.0,2
356.9,278.3,188.6,258.3,211.6,3.8,2.7,3.7,1.4,1.8,2.3,2.6,3.4,27
284.6,416.3,210.2,311.0,280.9,2.1,4.5,2.4,2.6,5.0,2.3,5.0,2.6,20
340.8,275.2,187.1,298.8,245.0,3.5,3.2,2.2,3.5,2.1,3.9,3.1,4.8,25
359.6,308.7,386.4,265.2,301.6,4.5,2.7,4.0,1.8,1.0,1.8,4.2,2.9,15
344.4,305.7,190.0,239.3,222.2,4.2,2.5,3.5,2.0,1.9,4.0,4.3,4.2,11
240.6,222.2,295.3,324.3,290.1,2.7,2.7,2.8,3.1,3.2,3.0,2.9,2.7,6
284.5,356.5,214.7,278.7,254.0,2.1,4.1,1.6,1.0,2.9,4.3,3.6,2.7,29
326.3,238.8,303.6,166.4,266.6,4.4,3.2,3.7,1.9,2.1,3.5,3.0,4.4,23
413.6,198.0,339.8,212.8,168.2,4.0,3.3,3.9,1.9,1.8,1.4,3.2,4.1,23
243.2,315.3,160.6,251.5,285.8,1.5,3.6,1.2,2.1,4.7,3.2,3.9,3.0,22
400.4,232.3,441.1,250.4,229.8,4.5,2.9,5.0,1.3,1.6,3.0,4.4,3.1,12
233.4,387.4,231.6,253.1,266.3,1.6,4.4,1.6,2.7,3.9,3.0,2.6,2.4,21
345.1,224.6,214.6,407.3,176.2,4.8,2.9,1.2,3.1,1.0,4.3,4.7,4.5,1
240.0,361.2,231.1,192.0,264.9,1.1,4.2,1.0,2.2,4.3,2.4,1.9,1.7,21
391.0,246.6,433.7,187.7,175.6,3.8,2.6,4.0,1.8,2.1,3.3,2.7,3.5,26
266.2,366.8,340.3,321.1,292.1,1.0,4.8,5.0,3.9,1.7,2.1,2.6,4.5,14
443.8,320.2,163.7,209.8,252.6,4.8,2.2,1.0,1.6,1.0,4.4,4.2,2.2,2
255.9,197.2,253.7,205.2,262.5,1.6,3.0,3.4,2.6,2.5,2.8,2.6,2.1,4
295.1,353.7,150.0,279.0,242.9,2.6,4.5,2.4,1.8,1.8,3.9,3.8,2.3,29
272.6,274.1,314.5,230.6,276.1,2.9,2.6,3.2,2.2,2.3,2.8,2.5,3.3,4
401.6,295.2,217.5,328.1,253.2,3.9,2.1,1.8,2.6,1.0,4.2,4.2,3.3,1
233.4,258.3,281.4,221.2,248.5,2.5,2.8,3.1,2.3,2.5,2.9,2.1,3.4,5
207.4,403.8,200.9,254.1,309.5,1.3,4.0,1.6,2.4,4.2,2.7,4.6,2.4,20
292.7,222.1,322.3,317.4,235.0,2.3,2.3,3.1,2.3,2.7,2.5,2.3,2.7,3
310.3,242.1,323.7,262.2,323.2,2.5,2.9,3.6,2.6,2.7,2.6,2.8,3.1,7
194.0,484.7,190.8,223.1,292.9,2.1,4.1,1.8,2.4,2.3,4.9,3.6,3.2,29
224.8,383.4,263.2,297.5,271.1,1.3,3.9,1.0,3.1,4.8,3.2,3.4,2.3,20
368.3,320.7,332.6,198.3,318.4,3.6,2.5,3.3,1.6,1.6,3.5,4.1,2.9,15
224.3,339.0,229.3,290.9,261.2,1.4,3.6,2.1,2.3,4.8,2.6,3.6,2.4,20
245.8,322.4,308.1,299.6,245.3,2.2,4.0,2.1,2.6,4.1,2.2,4.1,2.8,20
357.9,325.9,195.7,337.4,279.3,4.4,2.8,2.2,2.2,2.4,4.2,3.8,4.1,1
203.0,363.2,221.0,394.6,240.5,2.4,3.9,1.8,4.3,2.0,3.1,2.9,3.2,19
248.0,306.3,245.8,240.5,211.0,2.9,2.8,2.3,3.3,3.7,2.8,3.1,2.9,7
194.3,424.0,187.7,281.7,235.6,2.3,3.9,2.3,2.4,4.6,2.9,3.7,3.7,20
387.9,305.9,422.7,225.4,224.4,4.1,2.6,4.6,1.8,2.1,2.8,3.8,2.1,12
395.5,288.4,405.6,169.8,269.0,4.0,2.6,4.3,1.5,1.3,2.1,2.6,3.5,23
359.6,279.1,431.6,150.0,298.3,4.9,2.9,5.0,1.9,1.6,3.0,3.6,3.8,23
205.6,397.1,245.7,360.1,230.6,1.8,4.3,2.4,2.1,4.3,3.9,2.3,3.2,16
314.9,278.8,249.7,293.6,286.9,4.3,2.8,2.7,2.3,1.3,5.0,4.4,4.3,11
334.4,270.1,313.2,216.0,290.9,4.3,3.2,3.5,1.4,1.8,2.6,4.0,3.7,8
253.8,270.6,315.7,272.4,327.2,2.3,3.0,2.9,2.4,2.7,2.8,2.8,3.8,3
301.4,284.9,251.2,271.6,339.1,3.7,3.3,2.9,3.6,3.3,3.6,3.5,3.3,3
210.3,425.3,249.6,318.7,249.5,1.7,3.2,1.0,4.1,2.2,2.9,3.9,3.3,18
365.8,232.6,150.0,265.4,291.0,3.9,2.6,1.3,3.0,1.0,3.6,3.1,4.3,25
325.6,284.2,304.7,274.2,271.2,4.7,2.0,4.0,1.7,1.9,2.9,2.7,4.1,26
253.9,409.8,220.5,257.0,250.0,1.2,4.2,1.3,2.7,4.2,2.3,4.3,2.1,20
383.9,224.1,307.9,194.3,273.9,4.8,2.4,4.4,1.4,1.8,3.2,4.6,3.2,9
374.2,271.3,189.9,220.4,290.3,4.7,2.8,2.2,2.0,1.7,4.5,4.7,3.0,2
219.1,270.2,253.3,219.3,184.9,2.4,2.0,2.4,2.4,3.6,2.1,2.8,2.9,7
320.2,222.3,226.2,292.4,263.6,4.1,2.6,2.7,2.2,1.9,4.0,4.5,3.7,11
213.9,350.9,185.3,341.9,268.7,1.9,4.4,2.2,4.0,3.2,3.6,2.4,5.0,16
248.0,292.0,386.8,348.8,280.9,1.3,2.0,4.0,4.8,1.4,2.4,4.1,4.4,24
446.7,252.0,191.5,210.0,269.4,3.8,2.5,3.2,1.4,1.4,4.1,4.1,3.1,30
206.3,384.9,252.8,347.9,290.9,1.8,3.9,2.6,3.5,2.5,4.4,3.2,3.8,16
197.5,383.5,398.8,300.2,273.0,1.8,5.0,4.7,2.6,1.2,4.5,3.5,5.0,13
323.2,222.2,235.1,275.1,243.1,2.8,2.9,3.1,2.5,2.1,2.7,3.2,3.0,7
211.6,264.5,196.0,235.4,245.3,2.1,2.9,2.9,2.9,1.9,2.5,3.5,3.4,5
374.2,207.3,391.7,256.8,239.7,4.1,3.3,3.5,1.5,1.0,3.9,3.5,3.9,23
159.2,410.3,326.0,291.5,256.7,1.9,3.7,2.0,2.6,4.1,2.6,2.4,2.2,21
408.1,288.6,206.7,185.9,212.8,4.0,2.0,2.5,1.7,1.2,4.5,4.1,4.2,11
398.6,328.0,352.4,241.2,263.4,4.0,3.0,3.8,1.9,1.8,2.9,3.9,3.0,12
217.5,262.8,278.3,280.1,279.5,2.9,2.6,2.9,3.2,3.6,2.4,2.4,2.9,7
395.9,283.7,241.0,247.1,234.9,4.0,3.6,3.6,2.6,1.5,2.3,2.2,3.5,27
287.1,444.3,364.3,269.1,199.3,1.8,5.0,4.1,2.7,1.3,4.5,2.4,4.8,13
319.7,270.7,251.4,205.0,187.9,3.0,2.7,3.1,3.2,2.2,2.1,2.2,3.2,6
399.1,233.6,341.1,259.5,250.4,4.2,2.9,4.1,1.7,1.9,3.1,4.3,2.1,9
403.9,270.7,403.1,166.9,278.0,4.1,2.5,3.6,1.9,1.7,2.7,4.4,2.2,12
307.2,321.0,225.9,191.1,234.1,3.3,2.9,2.6,3.4,1.4,4.1,3.0,3.9,25
332.0,294.0,386.3,242.2,255.8,4.5,3.1,5.0,2.3,1.8,2.7,4.5,2.8,10
371.8,233.8,443.2,239.3,208.7,3.7,2.0,4.2,1.4,2.0,2.1,3.4,3.6,8
251.4,345.0,420.4,276.9,233.2,1.5,4.7,4.6,3.4,1.4,4.3,3.1,4.1,13
316.9,252.6,219.9,188.6,240.8,4.2,2.5,1.0,1.1,1.0,4.5,3.8,2.7,2
365.4,258.6,329.3,276.5,277.2,4.5,2.7,2.4,1.7,1.4,3.7,3.8,2.9,30
385.9,214.8,430.7,249.2,238.9,4.5,2.8,4.4,1.0,1.0,3.0,2.7,4.5,26
387.9,241.8,259.8,273.5,218.6,4.0,2.6,2.7,1.6,1.6,4.1,4.6,2.6,30
209.8,417.5,158.1,266.6,280.2,2.8,4.4,1.6,2.0,2.8,4.6,4.3,2.7,29
256.6,356.6,223.6,320.9,319.7,1.5,4.2,2.0,4.2,1.2,2.3,2.1,2.4,28
211.4,339.5,301.7,305.0,273.0,1.6,5.0,1.1,4.1,4.6,3.1,2.7,5.0,17
403.6,346.5,254.3,261.1,317.8,1.8,3.3,3.3,1.9,4.9,4.1,3.9,3.0,2
212.7,358.3,225.7,179.9,239.5,1.5,4.2,1.9,3.5,4.1,2.7,2.8,3.2,22
238.2,286.4,239.5,216.5,248.2,2.6,3.5,2.8,2.6,2.7,2.6,3.0,2.9,7
224.6,331.3,236.9,261.3,273.5,1.4,3.9,1.1,2.2,3.9,2.9,4.2,2.3,22
350.5,256.7,372.7,238.7,270.7,4.4,2.7,4.3,1.1,1.5,3.0,3.4,3.9,23
317.6,334.1,352.8,273.7,284.4,3.8,3.9,3.4,3.2,4.1,3.5,4.1,2.5,20
183.8,392.9,242.5,217.4,234.7,1.2,3.7,1.8,3.3,3.8,3.5,3.8,3.3,22
272.6,369.9,319.2,345.4,261.1,2.7,3.2,3.3,1.8,2.6,2.7,2.3,3.9,4
291.1,283.9,448.8,182.4,310.8,4.3,2.2,5.0,1.3,2.2,2.8,3.1,5.0,26
335.3,202.2,319.7,202.5,263.9,4.3,3.3,3.8,1.0,1.0,3.1,4.2,3.3,9
342.7,282.5,355.4,232.2,239.2,3.9,2.6,4.4,1.7,1.3,2.9,4.2,2.7,10
205.3,314.5,215.4,278.1,248.6,3.1,2.9,2.9,3.4,3.2,2.5,3.0,3.4,4
185.0,371.8,199.9,183.4,279.9,1.2,4.2,1.1,3.2,4.7,2.5,4.4,3.0,22
216.7,308.1,211.2,247.5,247.0,1.3,4.6,1.1,2.5,4.0,2.8,2.5,3.1,21
382.7,253.9,259.4,150.0,225.8,4.2,2.8,3.9,1.8,2.0,3.0,3.2,4.0,27
275.8,243.1,150.0,258.2,207.5,2.1,2.8,2.6,2.3,2.9,3.0,3.1,2.5,4
262.1,238.0,271.5,255.2,223.7,2.7,3.3,2.9,2.6,2.9,2.9,3.0,3.4,7
356.8,260.6,318.9,217.8,269.4,4.0,2.9,4.4,1.3,1.0,2.2,5.0,2.4,10
219.4,250.0,263.9,199.4,246.5,2.8,2.8,2.5,3.5,2.7,2.6,2.7,2.2,3
310.9,297.3,178.1,188.3,186.4,2.3,3.9,1.7,1.6,2.2,3.3,4.0,2.4,29
158.1,398.9,161.1,319.6,261.9,1.0,4.0,1.2,2.9,4.9,2.7,3.5,2.2,20
216.2,394.8,201.1,259.8,238.6,1.7,4.6,1.1,2.5,3.6,2.6,3.3,3.2,22
413.9,280.4,205.3,231.1,236.8,4.0,2.7,1.5,1.0,1.7,4.5,3.7,4.3,11
231.6,418.4,226.4,371.9,305.3,2.7,4.5,1.4,3.8,1.8,3.7,2.7,2.8,19
389.6,201.2,247.5,260.4,218.5,3.9,2.1,1.5,1.4,1.7,4.7,3.8,2.8,2
386.1,273.9,419.1,217.9,264.6,3.9,2.7,3.9,2.2,2.3,3.3,4.7,4.2,8
345.5,253.5,267.5,379.0,183.4,3.8,2.6,1.0,2.2,1.6,5.0,3.9,4.5,1
385.3,322.2,351.9,180.7,209.2,4.6,2.9,4.1,1.7,1.9,3.1,4.0,1.7,15
415.9,213.1,371.8,194.8,246.4,3.6,2.5,5.0,1.3,1.4,1.9,4.7,3.0,15
333.1,251.4,218.5,194.4,227.5,5.0,3.3,2.9,1.1,2.0,4.1,4.8,2.8,30
265.5,227.5,301.7,280.5,261.8,2.6,2.9,3.2,2.0,3.1,2.6,2.7,2.7,3
391.7,236.5,189.1,165.4,168.8,4.5,2.7,1.3,1.7,1.4,3.4,4.2,3.2,2
361.4,252.3,365.3,194.6,256.8,4.3,3.2,3.9,1.6,2.2,3.2,4.9,3.1,10
358.7,305.0,341.2,278.6,266.1,4.1,2.2,4.3,1.0,1.4,2.4,4.0,2.8,10
372.4,344.3,391.1,192.6,270.8,3.8,2.2,4.9,1.0,1.0,2.5,2.5,5.0,23
353.9,345.7,404.4,238.6,269.1,4.0,3.4,3.8,1.4,1.5,3.3,3.8,3.9,8
357.3,222.3,327.1,214.3,258.3,3.8,2.9,3.6,1.9,1.6,2.8,2.3,4.1,26
401.5,262.5,328.2,174.4,259.1,4.3,2.4,4.4,1.5,1.6,2.5,4.1,1.9,12
253.2,419.4,361.6,376.9,250.0,2.4,3.9,3.6,4.9,3.0,2.9,2.3,4.1,14
238.5,180.4,288.4,249.5,294.3,2.6,2.0,2.3,2.6,2.4,2.5,2.8,2.2,4
355.1,251.7,415.0,210.1,273.4,4.3,3.1,3.7,2.6,1.7,2.5,4.8,3.1,9
420.0,352.3,379.4,340.0,240.1,3.6,2.8,3.9,4.4,4.2,2.1,2.1,2.7,17
330.6,318.3,369.6,323.7,245.0,2.9,4.3,4.4,4.8,1.6,3.1,4.5,4.6,8
246.7,294.9,370.0,374.0,201.9,1.5,2.2,4.0,4.2,2.1,2.9,4.6,4.0,24
351.8,238.9,331.4,217.0,304.4,3.1,3.0,4.3,2.2,2.3,3.5,2.5,4.0,23
377.4,247.8,277.1,233.9,277.1,4.1,2.2,2.6,1.3,2.0,5.0,4.2,2.5,30
329.6,288.6,258.7,287.5,272.3,3.1,2.7,2.8,2.8,2.7,3.1,2.7,3.1,3
334.2,261.0,189.9,346.7,179.0,4.9,3.0,1.8,2.4,1.4,4.2,4.4,3.5,1
244.1,358.0,266.9,340.1,252.2,2.0,4.5,1.8,3.8,4.3,2.2,2.7,4.4,17
425.8,284.5,294.1,262.8,338.6,4.5,3.2,3.3,1.4,1.2,2.8,4.1,2.7,9
258.5,352.5,176.7,274.9,273.5,1.1,3.9,1.7,2.2,3.6,2.8,3.9,1.9,22
467.8,291.3,215.5,214.4,231.6,4.9,3.3,2.8,1.6,1.7,3.8,3.8,4.3,11
394.0,216.3,386.0,213.6,168.3,4.3,2.3,4.5,1.6,2.3,2.2,4.3,2.6,9
257.0,356.6,207.9,239.5,283.8,1.7,4.2,1.1,2.7,4.4,3.7,4.3,2.1,20
261.8,398.7,263.1,345.6,258.9,3.1,3.8,3.0,4.9,1.3,4.1,2.8,2.5,19
